Employee Number,Attrition,Business Travel,Age Group,Department,Education Field,Employee Count,Gender,Job Role,Marital Status,Over Time,Age,Distance From Home,Education,Environment Satisfaction,Job Level,Job Satisfaction,Monthly Income,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
747,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Female,Research Director,Divorced,No,41,7,High School,2,5,3,19973,21,3,21,16,5,10
748,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Single,Yes,38,3,Master's Degree,2,2,4,6861,19,3,1,0,0,0
749,Yes,Non-Travel,25 - 34,Sales,Medical,1,Male,Sales Executive,Single,No,26,29,Associates Degree,2,2,1,4969,7,3,2,2,2,2
750,Yes,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Manager,Married,No,52,2,High School,1,5,4,19845,33,3,32,14,6,9
751,No,Travel_Rarely,35 - 44,Sales,Medical,1,Female,Sales Executive,Married,Yes,44,28,Bachelor's Degree,4,4,4,13320,23,3,12,11,11,11
752,No,Non-Travel,45 - 54,Sales,Life Sciences,1,Female,Sales Executive,Married,No,50,1,Bachelor's Degree,4,2,3,6347,19,3,18,7,0,13
753,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,36,16,Master's Degree,3,1,1,2743,18,3,17,13,15,14
754,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Manufacturing Director,Single,Yes,39,22,Bachelor's Degree,4,3,1,10880,21,3,21,6,2,8
755,No,Non-Travel,25 - 34,Sales,Life Sciences,1,Female,Sales Representative,Single,No,33,8,High School,2,1,4,2342,3,2,2,2,2,2
756,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Manager,Married,No,45,11,Associates Degree,4,4,4,17650,26,4,9,3,1,1
757,No,Non-Travel,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Single,No,32,29,Master's Degree,4,1,3,4025,10,3,8,7,7,7
758,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Divorced,No,34,1,Master's Degree,2,2,4,9725,16,2,15,1,0,9
759,No,Travel_Rarely,Over 55,Sales,Technical Degree,1,Male,Manager,Married,Yes,59,1,Associates Degree,2,3,4,11904,14,1,6,4,0,4
760,No,Travel_Rarely,45 - 54,HR,Medical,1,Male,Human Resources,Single,No,45,24,Master's Degree,2,1,2,2177,6,3,6,3,0,4
761,No,Travel_Frequently,45 - 54,Sales,Marketing,1,Female,Sales Executive,Married,No,53,2,Bachelor's Degree,3,3,2,7525,30,3,15,7,6,12
762,Yes,Travel_Rarely,35 - 44,R&D,Other,1,Male,Laboratory Technician,Divorced,No,36,15,Bachelor's Degree,1,2,3,4834,9,2,1,0,0,0
763,Yes,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,26,2,Bachelor's Degree,1,1,1,2042,6,3,3,2,1,2
764,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Representative,Married,Yes,34,10,Master's Degree,3,1,3,2220,1,3,1,1,0,0
765,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Representative,Married,No,28,10,High School,4,1,2,1052,1,3,1,0,0,0
766,No,Travel_Frequently,35 - 44,R&D,Other,1,Male,Research Scientist,Married,No,38,3,Master's Degree,3,1,3,2821,8,3,2,2,2,2
767,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Director,Married,Yes,50,2,Master's Degree,2,5,3,19237,29,2,8,1,7,7
768,No,Travel_Rarely,35 - 44,R&D,Other,1,Female,Healthcare Representative,Single,No,37,3,Bachelor's Degree,4,2,2,4107,8,2,4,3,0,1
769,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Married,No,40,26,Bachelor's Degree,3,2,1,8396,8,2,7,7,7,5
770,No,Travel_Frequently,25 - 34,R&D,Medical,1,Female,Research Scientist,Divorced,No,26,1,High School,1,1,3,2007,5,3,5,3,1,3
771,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Director,Divorced,No,46,1,Master's Degree,4,5,4,19627,23,3,2,2,2,2
772,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Sales Executive,Married,No,54,2,Master's Degree,3,3,3,10686,13,3,9,4,7,0
773,No,Travel_Frequently,Over 55,R&D,Medical,1,Female,Research Scientist,Married,No,56,9,Bachelor's Degree,1,1,3,2942,18,3,5,4,0,3
774,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Manufacturing Director,Single,No,36,12,Doctoral Degree,4,3,4,8858,15,2,14,8,7,8
775,No,Non-Travel,Over 55,R&D,Medical,1,Male,Manager,Single,No,55,2,High School,3,4,1,16756,31,4,9,7,6,2
776,No,Travel_Rarely,35 - 44,Sales,Medical,1,Male,Sales Executive,Divorced,No,43,25,Bachelor's Degree,3,3,4,10798,18,3,1,0,0,0
777,Yes,Travel_Frequently,Under 25,Sales,Marketing,1,Female,Sales Representative,Single,Yes,20,9,Bachelor's Degree,4,1,4,2323,2,3,2,2,0,2
778,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,21,10,Bachelor's Degree,3,1,1,1416,1,2,1,0,1,0
779,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Research Scientist,Divorced,Yes,46,8,Master's Degree,4,2,1,4615,19,3,16,13,1,7
780,Yes,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,51,4,Master's Degree,1,1,3,2461,18,4,10,0,2,7
781,Yes,Non-Travel,25 - 34,R&D,Technical Degree,1,Male,Healthcare Representative,Single,No,28,24,Associates Degree,2,3,1,8722,10,2,10,7,1,9
782,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,26,1,Associates Degree,1,1,1,3955,6,3,5,3,1,3
783,No,Travel_Rarely,25 - 34,R&D,Other,1,Male,Manufacturing Director,Married,No,30,20,Bachelor's Degree,3,2,1,9957,7,2,6,2,0,2
784,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Female,Research Scientist,Married,No,41,7,Associates Degree,2,1,3,3376,10,3,10,6,0,8
785,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Married,No,38,17,High School,3,3,3,8823,20,2,19,9,1,9
786,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Healthcare Representative,Married,No,40,20,Master's Degree,1,3,4,10322,14,3,11,10,11,1
787,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,27,8,Doctoral Degree,1,1,3,4621,3,3,3,2,1,2
788,No,Travel_Frequently,Over 55,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,55,2,High School,4,3,2,10976,23,3,3,2,1,2
789,No,Travel_Rarely,25 - 34,R&D,Other,1,Female,Research Scientist,Single,No,28,10,Bachelor's Degree,3,2,3,3660,10,4,8,7,1,7
790,Yes,Travel_Rarely,35 - 44,HR,Medical,1,Male,Human Resources,Married,No,44,1,Associates Degree,2,3,1,10482,24,3,20,6,3,6
791,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,33,5,Bachelor's Degree,4,3,4,7119,9,3,3,2,1,2
792,Yes,Travel_Rarely,35 - 44,Sales,Technical Degree,1,Male,Sales Executive,Single,Yes,35,4,Bachelor's Degree,4,3,1,9582,9,3,8,7,4,7
793,Yes,Travel_Frequently,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,33,29,Master's Degree,1,2,3,4508,14,3,13,7,3,8
794,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,28,15,Associates Degree,1,1,3,2207,4,2,4,2,2,2
795,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Single,No,34,3,High School,1,2,4,7756,7,2,6,2,0,4
796,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Divorced,Yes,37,10,Master's Degree,4,2,4,6694,8,3,1,0,0,0
797,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Laboratory Technician,Married,Yes,25,4,High School,4,1,4,3691,7,4,7,7,5,6
798,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Divorced,No,26,21,Bachelor's Degree,1,1,3,2377,1,2,1,1,0,0
799,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,Yes,33,25,Bachelor's Degree,1,1,2,2313,5,3,2,2,2,2
800,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Manager,Married,No,42,2,Associates Degree,4,4,1,17665,23,3,22,6,13,7
801,Yes,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Divorced,No,28,1,Bachelor's Degree,1,1,2,2596,1,3,1,0,0,0
802,Yes,Travel_Frequently,45 - 54,Sales,Other,1,Male,Sales Executive,Single,Yes,50,1,Master's Degree,4,2,3,4728,5,3,0,0,0,0
803,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Married,No,33,7,Bachelor's Degree,4,2,2,4302,4,3,3,2,0,2
804,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,34,3,Master's Degree,3,1,4,2979,6,3,0,0,0,0
805,No,Non-Travel,45 - 54,R&D,Medical,1,Male,Manager,Single,No,48,1,Master's Degree,1,4,4,16885,27,2,5,4,2,1
806,No,Non-Travel,45 - 54,Sales,Life Sciences,1,Female,Sales Executive,Married,No,45,9,Master's Degree,2,2,3,5593,15,3,15,10,4,12
807,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Healthcare Representative,Single,No,52,7,Master's Degree,2,3,2,10445,18,3,8,6,4,0
808,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Divorced,Yes,38,10,Master's Degree,3,3,3,8740,9,3,8,7,2,7
809,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Divorced,No,29,28,Master's Degree,3,1,4,2514,11,3,7,5,1,7
810,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Manufacturing Director,Divorced,No,28,3,Bachelor's Degree,4,3,2,7655,10,2,9,7,1,7
811,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Male,Manager,Married,No,46,3,High School,1,4,3,17465,23,3,12,9,4,9
812,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Single,No,38,2,Associates Degree,4,3,2,7351,10,3,1,0,0,0
813,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,43,27,Bachelor's Degree,3,3,1,10820,18,3,8,7,0,1
814,Yes,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,39,2,Bachelor's Degree,1,4,4,12169,21,3,18,7,11,5
815,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Director,Single,No,40,14,Bachelor's Degree,3,5,3,19626,21,4,20,7,4,9
816,No,Travel_Rarely,Under 25,R&D,Technical Degree,1,Female,Research Scientist,Single,Yes,21,1,High School,4,1,2,2070,2,4,2,2,2,2
817,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,39,9,Bachelor's Degree,3,2,2,6782,9,2,5,4,0,3
818,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,36,18,Master's Degree,1,2,4,7779,18,3,11,9,0,9
819,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Representative,Married,No,31,20,Bachelor's Degree,3,1,4,2791,3,3,2,2,2,2
820,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,28,2,High School,1,1,2,3201,6,1,5,3,0,4
821,No,Travel_Frequently,35 - 44,Sales,Marketing,1,Male,Sales Executive,Divorced,No,35,11,Associates Degree,4,2,4,4968,5,3,5,2,0,2
822,No,Travel_Rarely,45 - 54,Sales,Technical Degree,1,Male,Sales Executive,Married,No,49,8,Master's Degree,4,4,2,13120,22,3,9,8,2,3
823,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Single,No,34,2,Associates Degree,4,2,3,4033,5,2,3,2,0,2
824,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Divorced,No,29,10,Bachelor's Degree,4,1,2,3291,8,2,7,5,1,1
825,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,No,42,29,Bachelor's Degree,2,2,4,4272,16,3,1,0,0,0
826,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Manufacturing Director,Married,Yes,29,8,High School,2,2,4,5056,10,2,10,7,1,2
827,No,Travel_Rarely,35 - 44,HR,Human Resources,1,Male,Human Resources,Married,No,38,1,Bachelor's Degree,3,1,3,2844,7,4,7,6,5,0
828,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Divorced,Yes,28,6,Bachelor's Degree,3,1,3,2703,3,3,3,1,0,2
829,Yes,Non-Travel,Under 25,R&D,Medical,1,Male,Laboratory Technician,Single,No,18,8,High School,3,1,3,1904,0,3,0,0,0,0
830,Yes,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Single,Yes,33,9,Master's Degree,1,2,1,8224,6,3,5,2,0,3
831,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,Yes,41,12,Master's Degree,2,1,4,4766,6,3,1,0,0,0
832,Yes,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,31,15,Bachelor's Degree,3,1,3,2610,2,2,2,2,2,2
833,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Healthcare Representative,Divorced,No,37,25,Associates Degree,3,2,4,5731,9,3,6,2,1,3
834,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,27,6,Bachelor's Degree,4,1,3,2539,4,3,4,2,2,2
835,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Married,No,34,9,High School,2,2,3,5714,6,2,6,5,1,3
836,No,Travel_Rarely,35 - 44,HR,Technical Degree,1,Male,Human Resources,Single,No,35,8,Master's Degree,3,1,3,4323,6,1,5,4,1,4
837,Yes,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Married,No,29,23,High School,4,3,1,7336,11,1,11,8,3,10
838,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Research Director,Single,No,40,9,Master's Degree,2,3,3,13499,20,2,18,7,2,13
839,Yes,Travel_Frequently,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Single,Yes,42,12,Bachelor's Degree,3,4,1,13758,22,2,21,9,13,14
840,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Single,No,42,4,Master's Degree,2,2,1,5155,9,4,6,4,1,5
841,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Married,No,35,1,Master's Degree,4,1,3,2258,10,3,8,0,1,7
842,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Laboratory Technician,Single,No,24,24,Bachelor's Degree,4,1,2,3597,6,3,4,3,1,2
843,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,Yes,28,12,High School,3,1,4,2515,1,2,1,1,0,0
844,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,26,3,Master's Degree,1,1,4,4420,8,3,8,7,0,7
845,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,No,30,10,Bachelor's Degree,3,2,3,6578,10,3,10,3,1,4
846,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Research Scientist,Married,Yes,40,26,Associates Degree,3,2,4,4422,16,1,1,1,0,0
847,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Divorced,No,35,2,Bachelor's Degree,3,3,2,10274,15,4,7,7,6,4
848,No,Travel_Frequently,25 - 34,R&D,Medical,1,Male,Healthcare Representative,Single,No,34,1,Bachelor's Degree,4,2,1,5343,14,3,13,9,4,9
849,No,Travel_Frequently,35 - 44,R&D,Other,1,Male,Laboratory Technician,Married,No,35,4,Master's Degree,4,1,4,2376,2,4,2,2,2,2
850,Yes,Travel_Rarely,35 - 44,Sales,Marketing,1,Female,Sales Executive,Single,No,43,9,Bachelor's Degree,1,2,3,5346,7,2,4,3,1,3
851,No,Non-Travel,25 - 34,Sales,Life Sciences,1,Female,Sales Representative,Divorced,No,32,2,High School,3,1,1,2827,1,3,1,0,0,0
852,No,Travel_Rarely,Over 55,R&D,Technical Degree,1,Female,Manager,Divorced,No,56,4,Master's Degree,4,5,1,19943,28,3,5,2,4,2
853,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Married,No,29,6,High School,2,1,4,3131,10,3,10,8,0,8
854,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Research Scientist,Single,No,19,9,Associates Degree,3,1,1,2552,1,3,1,1,0,0
855,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Research Scientist,Married,Yes,45,7,Bachelor's Degree,1,1,3,4477,7,2,3,2,0,2
856,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,37,1,Bachelor's Degree,4,2,4,6474,14,2,14,8,3,11
857,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,20,3,Bachelor's Degree,1,1,3,3033,2,2,2,2,1,2
858,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,Yes,44,10,Master's Degree,3,1,3,2936,6,3,6,4,0,2
859,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Manager,Divorced,No,53,7,Associates Degree,4,5,3,18606,26,3,7,7,4,7
860,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Married,Yes,29,15,High School,2,1,4,2168,6,2,5,4,1,3
861,Yes,Travel_Frequently,Under 25,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,22,3,Master's Degree,3,1,4,2853,1,3,0,0,0,0
862,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Manager,Married,No,46,2,Bachelor's Degree,3,4,1,17048,28,3,26,15,15,9
863,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Single,No,44,17,Bachelor's Degree,4,1,3,2290,6,3,0,0,0,0
864,No,Travel_Rarely,25 - 34,HR,Human Resources,1,Male,Human Resources,Married,No,33,2,Bachelor's Degree,2,1,3,3600,5,3,5,4,1,4
865,Yes,Non-Travel,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,41,5,Associates Degree,1,1,1,2107,5,1,1,0,0,0
866,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,30,29,Master's Degree,3,2,1,4115,8,3,4,3,0,3
867,No,Travel_Frequently,35 - 44,Sales,Medical,1,Male,Sales Executive,Married,No,40,2,Master's Degree,2,2,2,4327,5,3,0,0,0,0
868,No,Travel_Frequently,45 - 54,R&D,Medical,1,Female,Manager,Married,No,50,2,Bachelor's Degree,4,4,1,17856,32,3,2,2,2,2
869,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Laboratory Technician,Married,No,28,19,Master's Degree,4,1,1,3196,6,3,6,5,3,3
870,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,46,15,Associates Degree,4,5,2,19081,25,3,4,2,0,3
871,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,Yes,35,17,Master's Degree,3,2,1,8966,15,3,7,7,1,7
872,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,24,17,Associates Degree,4,1,2,2210,1,1,1,0,0,0
873,No,Travel_Frequently,25 - 34,Sales,Medical,1,Female,Sales Executive,Married,No,33,25,Bachelor's Degree,2,2,3,4539,10,2,10,7,0,1
874,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,36,6,Master's Degree,3,1,3,2741,7,3,7,7,1,7
875,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,30,7,Master's Degree,3,2,3,3491,10,2,10,7,8,9
876,No,Travel_Rarely,35 - 44,R&D,Other,1,Male,Research Scientist,Single,No,44,29,Master's Degree,4,2,4,4541,20,3,20,11,13,17
877,No,Travel_Rarely,Under 25,Sales,Marketing,1,Male,Sales Representative,Single,No,20,21,Bachelor's Degree,3,1,4,2678,2,3,2,1,2,2
878,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Male,Manufacturing Director,Divorced,No,46,2,Master's Degree,4,2,4,7379,12,2,6,3,1,4
879,No,Non-Travel,35 - 44,HR,Medical,1,Male,Human Resources,Married,No,42,2,Doctoral Degree,4,2,1,6272,10,4,4,3,0,3
880,No,Travel_Rarely,Over 55,Sales,Marketing,1,Male,Sales Executive,Divorced,Yes,60,7,Master's Degree,2,2,4,5220,12,3,11,7,1,9
881,No,Travel_Frequently,25 - 34,R&D,Other,1,Female,Laboratory Technician,Married,No,32,13,Bachelor's Degree,3,1,2,2743,2,3,2,2,2,2
882,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,Yes,32,2,Associates Degree,4,2,3,4998,10,3,8,7,0,7
883,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Female,Manufacturing Director,Divorced,Yes,36,1,Bachelor's Degree,3,3,1,10252,17,3,7,7,7,7
884,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Married,No,33,9,Bachelor's Degree,1,1,4,2781,15,3,14,10,4,10
885,No,Travel_Rarely,35 - 44,Sales,Technical Degree,1,Female,Sales Executive,Divorced,No,40,10,Bachelor's Degree,2,2,2,6852,7,4,5,1,1,3
886,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Single,No,25,10,Master's Degree,3,2,4,4950,5,3,4,3,1,1
887,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Married,Yes,30,1,Bachelor's Degree,4,1,2,3579,12,3,11,9,5,7
888,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Research Director,Married,Yes,42,26,Doctoral Degree,1,3,1,13191,20,3,1,0,0,0
889,No,Non-Travel,35 - 44,Sales,Marketing,1,Female,Sales Executive,Married,Yes,35,8,Associates Degree,3,3,4,10377,16,2,13,2,4,12
890,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,27,14,Bachelor's Degree,1,1,1,2235,9,2,9,7,6,8
891,No,Travel_Frequently,45 - 54,R&D,Life Sciences,1,Female,Manufacturing Director,Divorced,No,54,1,Master's Degree,4,3,3,10502,33,1,5,4,1,4
892,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Married,No,44,2,High School,1,1,4,2011,10,3,10,5,7,7
893,Yes,Non-Travel,Under 25,R&D,Medical,1,Female,Research Scientist,Single,Yes,19,10,Bachelor's Degree,1,1,2,1859,1,4,1,1,0,0
894,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Divorced,No,29,1,Bachelor's Degree,1,1,4,3760,3,3,3,2,1,2
895,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,54,3,Bachelor's Degree,4,4,4,17779,36,3,10,9,0,9
896,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Healthcare Representative,Married,Yes,31,11,Associates Degree,3,2,1,6833,6,2,6,5,0,1
897,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Healthcare Representative,Single,No,31,24,Bachelor's Degree,3,2,1,6812,10,3,10,9,1,8
898,No,Travel_Rarely,Over 55,Sales,Life Sciences,1,Female,Sales Executive,Single,No,59,3,Bachelor's Degree,3,2,4,5171,13,3,6,1,0,5
899,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Director,Married,No,43,3,Bachelor's Degree,3,5,4,19740,25,3,8,7,0,7
900,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Manager,Married,No,49,4,Associates Degree,1,5,3,18711,23,4,1,0,0,0
901,No,Travel_Frequently,35 - 44,R&D,Technical Degree,1,Male,Research Scientist,Married,No,36,3,Bachelor's Degree,3,1,2,3692,12,2,11,10,0,7
902,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Male,Laboratory Technician,Single,No,48,2,Associates Degree,4,1,2,2559,7,2,1,0,0,0
903,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,27,4,Associates Degree,1,1,3,2517,5,3,5,3,0,3
904,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,Yes,29,7,Bachelor's Degree,3,2,4,6623,6,3,6,0,1,0
905,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Single,No,48,1,Bachelor's Degree,4,5,4,18265,25,4,1,0,0,0
906,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Director,Divorced,No,29,1,Bachelor's Degree,4,4,4,16124,9,2,7,7,1,7
907,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Female,Research Scientist,Married,No,34,20,Bachelor's Degree,3,1,3,2585,2,2,1,0,0,0
908,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Manager,Married,No,44,5,Bachelor's Degree,2,5,2,18213,26,3,22,9,3,10
909,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Divorced,Yes,33,10,Doctoral Degree,4,3,3,8380,10,3,9,8,0,8
910,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Female,Research Scientist,Single,Yes,19,25,Bachelor's Degree,2,1,4,2994,1,3,1,0,0,1
911,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Research Scientist,Married,No,23,1,Associates Degree,4,1,3,1223,1,3,1,0,0,1
912,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Representative,Single,Yes,25,24,High School,3,1,4,1118,1,3,1,0,1,0
913,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Single,Yes,26,4,Associates Degree,3,1,4,2875,8,2,8,5,2,2
914,Yes,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Manager,Single,Yes,45,2,Bachelor's Degree,1,5,2,18824,26,3,24,10,1,11
915,No,Non-Travel,Over 55,R&D,Medical,1,Male,Healthcare Representative,Divorced,Yes,55,8,High School,4,4,2,13577,34,3,33,9,15,0
916,Yes,Travel_Frequently,Under 25,R&D,Life Sciences,1,Female,Laboratory Technician,Single,No,21,10,Associates Degree,1,1,3,2625,2,1,2,2,2,2
917,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Manager,Married,No,46,4,Associates Degree,4,5,2,18789,26,3,11,4,0,8
918,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Single,Yes,34,2,Bachelor's Degree,3,2,1,4538,4,3,3,2,0,2
919,No,Travel_Frequently,45 - 54,Sales,Life Sciences,1,Male,Manager,Divorced,Yes,51,9,Bachelor's Degree,4,5,2,19847,31,2,29,10,11,10
920,No,Travel_Rarely,Over 55,R&D,Medical,1,Male,Manufacturing Director,Single,No,59,18,Master's Degree,4,3,4,10512,25,2,9,7,5,4
